State,City,Airport,Code,Year,Freight tons,Mail tons,Passengers,Latitude,Longitude
Minnesota,Duluth,Duluth International,DLH,1990,110513,26621,111651,46.8425,-92.19027778
Minnesota,Minneapolis,Minneapolis-St Paul International,MSP,1990,79154463,85766740,8860837,44.88611111,-93.21777778
Minnesota,Rochester,Rochester Municipal,RST,1990,105673,18648,142052,43.91027778,-92.49638889
Minnesota,Minneapolis,Minneapolis-St Paul International,MSP,1991,84886,42697,9206591,44.88611111,-93.21777778
Minnesota,International Falls,Falls International,INL,1991,14,0,167,48.56305556,-93.40416667
Minnesota,Willmar,Willmar Municipal,ILL,1991,13,0,0,45.11638889,-95.09
Minnesota,Hibbing,Chisholm/Hibbing,HIB,1991,0,0,706,47.38861111,-92.83861111
Minnesota,Duluth,Duluth International,DLH,1991,294,8,103791,46.8425,-92.19027778
Minnesota,Stanton,Carleton,SYN,1991,0,0,188,44.47555556,-93.01611111
Minnesota,Thief River Falls,Thief River Falls Regional,TVF,1991,0,0,12,48.06611111,-96.185
Minnesota,Rochester,Rochester Municipal,RST,1991,41,0,140812,43.91027778,-92.49638889
Minnesota,Brainerd,Brainerd/Crow Wing County,BRD,1991,5,0,623,46.39722222,-94.1375
Minnesota,Bemidji,Bemidji Municipal,BJI,1991,68,0,150,47.50972222,-94.93472222
Minnesota,St. Cloud,St. Cloud Regional,STC,1991,0,0,0,45.54527778,-94.05833333
Minnesota,Minneapolis,Minneapolis-St Paul International,MSP,1992,89743,51727,10055330,44.88611111,-93.21777778
Minnesota,International Falls,Falls International,INL,1992,16,0,0,48.56305556,-93.40416667
Minnesota,Willmar,Willmar Municipal,ILL,1992,0,0,0,45.11638889,-95.09
Minnesota,Hibbing,Chisholm/Hibbing,HIB,1992,1,0,817,47.38861111,-92.83861111
Minnesota,Duluth,Duluth International,DLH,1992,468,4,117466,46.8425,-92.19027778
Minnesota,Bemidji,Nary National Shefland Field,VWL,1992,10,0,0,47.37611111,-94.79805556
